

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Angola",7,"Agricultural water withdrawal",4250,2000,0.21,"L","",""
"Angola",7,"Agricultural water withdrawal",4250,2005,0.1467,"L","[7]",""
"Angola",7,"Industrial water withdrawal",4252,1987,0.048,"","",""
"Angola",7,"Industrial water withdrawal",4252,2000,0.1845,"L","",""
"Angola",7,"Industrial water withdrawal",4252,2005,0.2396,"L","",""
"Angola",7,"Municipal water withdrawal",4251,1987,0.067,"","",""
"Angola",7,"Municipal water withdrawal",4251,2000,0.246,"L","",""
"Angola",7,"Municipal water withdrawal",4251,2005,0.3195,"L","",""
"Angola",7,"Total water withdrawal",4253,1987,0.48,"","",""
"Angola",7,"Total water withdrawal",4253,2000,0.6405,"L","",""
"Angola",7,"Total water withdrawal",4253,2005,0.7058,"L","",""
"Angola",7,"Irrigation water withdrawal",4475,2005,0.1467,"L","",""
"Angola",7,"Irrigation water requirement",4260,2005,0.04,"L","",""
"Angola",7,"Agricultural water withdrawal as % of total water withdrawal",4254,1987,76.04,"","",""
"Angola",7,"Agricultural water withdrawal as % of total water withdrawal",4254,2000,32.79,"L","",""
"Angola",7,"Agricultural water withdrawal as % of total water withdrawal",4254,2005,20.78,"L","",""
"Angola",7,"Industrial water withdrawal as % of total water withdrawal",4256,1987,10.0,"","",""
"Angola",7,"Industrial water withdrawal as % of total water withdrawal",4256,2000,28.81,"L","",""
"Angola",7,"Industrial water withdrawal as % of total water withdrawal",4256,2005,33.95,"L","",""
"Angola",7,"Municipal water withdrawal as % of total withdrawal",4255,1987,13.96,"","",""
"Angola",7,"Municipal water withdrawal as % of total withdrawal",4255,2000,38.41,"L","",""
"Angola",7,"Municipal water withdrawal as % of total withdrawal",4255,2005,45.27,"L","",""
"Angola",7,"Total water withdrawal per capita",4257,1987,46.67,"K","",""
"Angola",7,"Total water withdrawal per capita",4257,2000,39.76,"K","",""
"Angola",7,"Total water withdrawal per capita",4257,2005,36.79,"K","",""
"Angola",7,"Total freshwater withdrawal (primary and secondary)",4263,1987,0.48,"","",""
"Angola",7,"Total freshwater withdrawal (primary and secondary)",4263,2000,0.6404,"I","",""
"Angola",7,"Total freshwater withdrawal (primary and secondary)",4263,2005,0.7057,"I","",""
"Angola",7,"Desalinated water produced",4264,1990,1.0E-4,"","",""
"Angola",7,"Desalinated water produced",4264,2000,1.0E-4,"I","",""
"Angola",7,"Desalinated water produced",4264,2005,1.0E-4,"I","",""
"Antigua and Barbuda",8,"Agricultural water withdrawal",4250,1990,0.001,"","",""
"Antigua and Barbuda",8,"Agricultural water withdrawal",4250,1997,0.0013,"L","[8]",""
"Antigua and Barbuda",8,"Agricultural water withdrawal",4250,2005,0.0013,"L","[9,10]",""
"Antigua and Barbuda",8,"Agricultural water withdrawal",4250,2012,0.0018,"","",""
"Antigua and Barbuda",8,"Industrial water withdrawal",4252,1990,0.001,"","",""
"Antigua and Barbuda",8,"Industrial water withdrawal",4252,2005,0.0018,"L","",""
"Antigua and Barbuda",8,"Industrial water withdrawal",4252,2012,0.0025,"","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,1990,0.003,"","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,2005,0.0053,"L","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,2012,0.0072,"","",""
"Antigua and Barbuda",8,"Total water withdrawal",4253,1990,0.005,"","",""
"Antigua and Barbuda",8,"Total water withdrawal",4253,2005,0.0084,"L","",""
"Antigua and Barbuda",8,"Total water withdrawal",4253,2012,0.0115,"","",""
"Antigua and Barbuda",8,"Irrigation water withdrawal",4475,1997,0.0013,"L","",""
"Antigua and Barbuda",8,"Irrigation water withdrawal",4475,2005,0.0013,"L","[11]",""
"Antigua and Barbuda",8,"Irrigation water requirement",4260,1997,3.0E-4,"L","",""
"Antigua and Barbuda",8,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,20.0,"","",""
"Antigua and Barbuda",8,"Agricultural water withdrawal as % of total water withdrawal",4254,2005,15.48,"L","",""
"Antigua and Barbuda",8,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,15.65,"","",""
"Antigua and Barbuda",8,"Industrial water withdrawal as % of total water withdrawal",4256,1990,20.0,"","",""
"Antigua and Barbuda",8,"Industrial water withdrawal as % of total water withdrawal",4256,2005,21.43,"L","",""
"Antigua and Barbuda",8,"Industrial water withdrawal as % of total water withdrawal",4256,2012,21.74,"","",""
"Antigua and Barbuda",8,"Municipal water withdrawal as % of total withdrawal",4255,1990,60.0,"","",""
"Antigua and Barbuda",8,"Municipal water withdrawal as % of total withdrawal",4255,2005,63.1,"L","",""
"Antigua and Barbuda",8,"Municipal water withdrawal as % of total withdrawal",4255,2012,62.61,"","",""
"Antigua and Barbuda",8,"Total water withdrawal per capita",4257,1990,78.83,"K","",""
"Antigua and Barbuda",8,"Total water withdrawal per capita",4257,2005,99.53,"K","",""
"Antigua and Barbuda",8,"Total water withdrawal per capita",4257,2012,129.1,"K","",""
"Antigua and Barbuda",8,"Total freshwater withdrawal (primary and secondary)",4263,1990,0.0017,"","",""
"Antigua and Barbuda",8,"Total freshwater withdrawal (primary and secondary)",4263,2005,0.0051,"I","",""
"Antigua and Barbuda",8,"Total freshwater withdrawal (primary and secondary)",4263,2012,0.0044,"","",""
"Antigua and Barbuda",8,"Desalinated water produced",4264,1992,0.0033,"","",""
"Antigua and Barbuda",8,"Desalinated water produced",4264,2005,0.0033,"I","",""
"Antigua and Barbuda",8,"Desalinated water produced",4264,2012,0.0071,"","[12]",""
"Argentina",9,"Agricultural water withdrawal",4250,1995,21.52,"","",""
"Argentina",9,"Agricultural water withdrawal",4250,2000,21.52,"L","",""
"Argentina",9,"Agricultural water withdrawal",4250,2011,27.93,"","",""
"Argentina",9,"Industrial water withdrawal",4252,1995,2.5,"","",""
"Argentina",9,"Industrial water withdrawal",4252,2000,3.975,"L","",""
"Argentina",9,"Industrial water withdrawal",4252,2011,4.0,"","",""
"Argentina",9,"Municipal water withdrawal",4251,1995,4.56,"","",""
"Argentina",9,"Municipal water withdrawal",4251,2011,5.85,"","",""
"Argentina",9,"Total water withdrawal",4253,1976,27.6,"","",""
"Argentina",9,"Total water withdrawal",4253,1995,28.58,"","",""
"Argentina",9,"Total water withdrawal",4253,2011,37.78,"","",""
"Argentina",9,"Irrigation water requirement",4260,2008,12.23,"L","",""
"Argentina",9,"Agricultural water withdrawal as % of total water withdrawal",4254,1995,75.3,"","",""
"Argentina",9,"Agricultural water withdrawal as % of total water withdrawal",4254,2011,73.93,"","",""
"Argentina",9,"Industrial water withdrawal as % of total water withdrawal",4256,1995,8.747,"","",""
"Argentina",9,"Industrial water withdrawal as % of total water withdrawal",4256,2011,10.59,"","",""
"Argentina",9,"Municipal water withdrawal as % of total withdrawal",4255,1995,15.96,"","",""
"Argentina",9,"Municipal water withdrawal as % of total withdrawal",4255,2011,15.48,"","",""
"Argentina",9,"Total water withdrawal per capita",4257,1976,1027.0,"K","",""
"Argentina",9,"Total water withdrawal per capita",4257,1995,797.6,"K","",""
"Argentina",9,"Total water withdrawal per capita",4257,2011,897.5,"K","",""
"Argentina",9,"Total freshwater withdrawal (primary and secondary)",4263,1976,27.6,"","",""
"Argentina",9,"Total freshwater withdrawal (primary and secondary)",4263,1995,28.58,"I","",""
"Argentina",9,"Total freshwater withdrawal (primary and secondary)",4263,2011,37.69,"","",""
"Argentina",9,"Desalinated water produced",4264,1990,7.0E-4,"","",""
"Argentina",9,"Desalinated water produced",4264,1995,7.0E-4,"I","",""
"Argentina",9,"Desalinated water produced",4264,2000,7.0E-4,"I","",""
"Argentina",9,"Direct use of treated municipal wastewater",4535,1976,0.0,"","",""
"Argentina",9,"Direct use of treated municipal wastewater",4535,1992,0.0,"","",""
"Argentina",9,"Direct use of treated municipal wastewater",4535,1995,0.0,"","",""
"Argentina",9,"Direct use of treated municipal wastewater",4535,2000,0.0907,"","",""
"Argentina",9,"Direct use of treated municipal wastewater",4535,2011,0.091,"I","",""
"Armenia",1,"Agricultural water withdrawal",4250,1995,1.94,"","",""
"Armenia",1,"Agricultural water withdrawal",4250,2002,1.14,"I","",""
"Armenia",1,"Agricultural water withdrawal",4250,2007,1.89,"","",""
"Armenia",1,"Agricultural water withdrawal",4250,2012,2.597,"","[13]",""
"Armenia",1,"Agricultural water withdrawal",4250,2015,2.949,"","[14]",""
"Armenia",1,"Industrial water withdrawal",4252,1995,0.12,"","",""
"Armenia",1,"Industrial water withdrawal",4252,2002,0.0766,"I","",""
"Armenia",1,"Industrial water withdrawal",4252,2006,0.125,"I","",""
"Armenia",1,"Industrial water withdrawal",4252,2012,0.101,"","[15]",""
"Armenia",1,"Industrial water withdrawal",4252,2015,0.125,"","[16]",""
"Armenia",1,"Municipal water withdrawal",4251,1995,0.865,"","",""
"Armenia",1,"Municipal water withdrawal",4251,2002,0.5168,"I","",""
"Armenia",1,"Municipal water withdrawal",4251,2006,0.843,"I","",""
"Armenia",1,"Municipal water withdrawal",4251,2012,0.243,"","[17]",""
"Armenia",1,"Municipal water withdrawal",4251,2015,0.198,"","[18]",""
"Armenia",1,"Total water withdrawal",4253,1995,2.925,"","",""
"Armenia",1,"Total water withdrawal",4253,2002,1.733,"I","",""
"Armenia",1,"Total water withdrawal",4253,2007,2.858,"I","",""
"Armenia",1,"Total water withdrawal",4253,2012,2.941,"","",""
"Armenia",1,"Total water withdrawal",4253,2015,3.272,"","",""
"Armenia",1,"Irrigation water requirement",4260,2006,0.624,"L","",""
"Armenia",1,"Agricultural water withdrawal as % of total water withdrawal",4254,1995,66.32,"","",""
"Armenia",1,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,65.78,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total water withdrawal",4254,2007,66.13,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,88.3,"","",""
"Armenia",1,"Agricultural water withdrawal as % of total water withdrawal",4254,2015,90.13,"","",""
"Armenia",1,"Industrial water withdrawal as % of total water withdrawal",4256,1995,4.103,"","",""
"Armenia",1,"Industrial water withdrawal as % of total water withdrawal",4256,2002,4.42,"I","",""
"Armenia",1,"Industrial water withdrawal as % of total water withdrawal",4256,2007,4.374,"I","",""
"Armenia",1,"Industrial water withdrawal as % of total water withdrawal",4256,2012,3.434,"","",""
"Armenia",1,"Industrial water withdrawal as % of total water withdrawal",4256,2015,3.82,"","",""
"Armenia",1,"Municipal water withdrawal as % of total withdrawal",4255,1995,29.57,"","",""
"Armenia",1,"Municipal water withdrawal as % of total withdrawal",4255,2002,29.82,"I","",""
"Armenia",1,"Municipal water withdrawal as % of total withdrawal",4255,2007,29.5,"I","",""
"Armenia",1,"Municipal water withdrawal as % of total withdrawal",4255,2012,8.262,"","",""
"Armenia",1,"Municipal water withdrawal as % of total withdrawal",4255,2015,6.051,"","",""
"Armenia",1,"Total water withdrawal per capita",4257,1995,932.1,"K","",""
"Armenia",1,"Total water withdrawal per capita",4257,2002,568.8,"K","",""
"Armenia",1,"Total water withdrawal per capita",4257,2007,956.5,"K","",""
"Armenia",1,"Total water withdrawal per capita",4257,2012,987.6,"K","",""
"Armenia",1,"Total water withdrawal per capita",4257,2015,1084.0,"K","",""
"Armenia",1,"Total freshwater withdrawal (primary and secondary)",4263,1995,2.925,"","",""
"Armenia",1,"Total freshwater withdrawal (primary and secondary)",4263,2002,1.733,"I","",""
"Armenia",1,"Total freshwater withdrawal (primary and secondary)",4263,2007,2.858,"I","",""
"Armenia",1,"Total freshwater withdrawal (primary and secondary)",4263,2012,2.941,"","",""
"Armenia",1,"Total freshwater withdrawal (primary and secondary)",4263,2015,3.272,"","",""
"Armenia",1,"Direct use of treated municipal wastewater",4535,1994,1.0E-4,"","",""
"Armenia",1,"Direct use of treated municipal wastewater",4535,2006,1.0E-4,"I","",""
"Australia",10,"Agricultural water withdrawal",4250,1996,15.5,"E","",""
"Australia",10,"Agricultural water withdrawal",4250,2001,15.03,"","",""
"Australia",10,"Agricultural water withdrawal",4250,2005,12.24,"","",""
"Australia",10,"Agricultural water withdrawal",4250,2012,9.587,"","",""
"Australia",10,"Agricultural water withdrawal",4250,2015,10.59,"","",""
"Australia",10,"Industrial water withdrawal",4252,2001,2.227,"","",""
"Australia",10,"Industrial water withdrawal",4252,2005,2.332,"","",""
"Australia",10,"Industrial water withdrawal",4252,2012,2.688,"","",""
"Australia",10,"Industrial water withdrawal",4252,2015,2.768,"","",""
"Australia",10,"Municipal water withdrawal",4251,2001,4.443,"","[19]",""
"Australia",10,"Municipal water withdrawal",4251,2005,4.191,"","[20]",""
"Australia",10,"Municipal water withdrawal",4251,2012,3.744,"","[21]",""
"Australia",10,"Municipal water withdrawal",4251,2015,4.015,"","",""
"Australia",10,"Total water withdrawal",4253,1996,22.19,"E","",""
"Australia",10,"Total water withdrawal",4253,2001,21.7,"","",""
"Australia",10,"Total water withdrawal",4253,2005,18.76,"","",""
"Australia",10,"Total water withdrawal",4253,2012,16.02,"","",""
"Australia",10,"Total water withdrawal",4253,2015,17.37,"","",""
"Australia",10,"Irrigation water withdrawal",4475,2007,7.636,"","",""
"Australia",10,"Irrigation water withdrawal",4475,2010,6.596,"","",""
"Australia",10,"Irrigation water withdrawal",4475,2015,8.408,"","",""
"Australia",10,"Irrigation water requirement",4260,2010,3.892,"L","",""
"Australia",10,"Agricultural water withdrawal as % of total water withdrawal",4254,1996,69.85,"E","",""
"Australia",10,"Agricultural water withdrawal as % of total water withdrawal",4254,2001,69.26,"","",""
"Australia",10,"Agricultural water withdrawal as % of total water withdrawal",4254,2005,65.25,"","",""
"Australia",10,"Agricultural water withdrawal as % of total water withdrawal",4254,2012,59.84,"","",""
"Australia",10,"Agricultural water withdrawal as % of total water withdrawal",4254,2015,60.97,"","",""
"Australia",10,"Industrial water withdrawal as % of total water withdrawal",4256,2001,10.26,"","",""
"Australia",10,"Industrial water withdrawal as % of total water withdrawal",4256,2005,12.43,"","",""
"Australia",10,"Industrial water withdrawal as % of total water withdrawal",4256,2012,16.78,"","",""
"Australia",10,"Industrial water withdrawal as % of total water withdrawal",4256,2015,15.94,"","",""
"Australia",10,"Municipal water withdrawal as % of total withdrawal",4255,2001,20.47,"","",""
"Australia",10,"Municipal water withdrawal as % of total withdrawal",4255,2005,22.34,"","",""
"Australia",10,"Municipal water withdrawal as % of total withdrawal",4255,2012,23.37,"","",""
"Australia",10,"Municipal water withdrawal as % of total withdrawal",4255,2015,23.11,"","",""
"Australia",10,"Total water withdrawal per capita",4257,1996,1199.0,"E","",""
"Australia",10,"Total water withdrawal per capita",4257,2001,1112.0,"K","",""
"Australia",10,"Total water withdrawal per capita",4257,2005,894.4,"K","",""
"Australia",10,"Total water withdrawal per capita",4257,2012,699.2,"K","",""
"Australia",10,"Total water withdrawal per capita",4257,2015,724.7,"K","",""
"Australia",10,"Total freshwater withdrawal (primary and secondary)",4263,1996,22.03,"K","",""
"Australia",10,"Total freshwater withdrawal (primary and secondary)",4263,2001,21.5,"I","",""
"Australia",10,"Total freshwater withdrawal (primary and secondary)",4263,2005,18.51,"I","",""
"Australia",10,"Total freshwater withdrawal (primary and secondary)",4263,2012,15.45,"","",""
"Australia",10,"Total freshwater withdrawal (primary and secondary)",4263,2015,16.76,"I","",""
"Australia",10,"Desalinated water produced",4264,1990,0.0298,"","",""
"Australia",10,"Desalinated water produced",4264,1996,0.0298,"I","",""
"Australia",10,"Desalinated water produced",4264,2000,0.0298,"I","",""
"Australia",10,"Desalinated water produced",4264,2005,0.0298,"I","",""
"Australia",10,"Desalinated water produced",4264,2012,0.151,"","",""
"Australia",10,"Desalinated water produced",4264,2015,0.144,"","",""
"Australia",10,"Direct use of treated municipal wastewater",4535,1997,0.134,"","",""
"Australia",10,"Direct use of treated municipal wastewater",4535,2001,0.166,"","",""
"Australia",10,"Direct use of treated municipal wastewater",4535,2007,0.218,"","",""
"Australia",10,"Direct use of treated municipal wastewater",4535,2010,0.373,"","",""
"Australia",10,"Direct use of treated municipal wastewater",4535,2013,0.42,"","",""
"Australia",10,"Direct use of agricultural drainage water",4451,2010,0.045,"","[22]",""
"Australia",10,"Direct use of agricultural drainage water",4451,2013,0.045,"I","",""
"Austria",11,"Agricultural water withdrawal",4250,1980,0.09,"E","[23]",""
"Austria",11,"Agricultural water withdrawal",4250,1985,0.2,"E","[24]",""
"Austria",11,"Agricultural water withdrawal",4250,1990,0.1,"E","[25]",""
"Austria",11,"Agricultural water withdrawal",4250,1997,0.1,"E","[26]",""
"Austria",11,"Agricultural water withdrawal",4250,2002,0.1,"E","",""
"Austria",11,"Agricultural water withdrawal",4250,2010,0.0771,"E","",""
"Austria",11,"Industrial water withdrawal",4252,1980,2.694,"E","",""
"Austria",11,"Industrial water withdrawal",4252,1985,2.671,"E","",""
"Austria",11,"Industrial water withdrawal",4252,1990,3.022,"E","",""
"Austria",11,"Industrial water withdrawal",4252,1997,2.857,"E","",""
"Austria",11,"Industrial water withdrawal",4252,1999,2.899,"E","",""
"Austria",11,"Industrial water withdrawal",4252,2008,2.695,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1980,0.5582,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1985,0.7088,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1990,0.6851,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1997,0.6871,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1999,0.6687,"E","",""
"Austria",11,"Municipal water withdrawal",4251,2010,0.72,"E","",""
"Austria",11,"Total water withdrawal",4253,1980,3.342,"E","",""
"Austria",11,"Total water withdrawal",4253,1985,3.58,"E","",""
"Austria",11,"Total water withdrawal",4253,1990,3.807,"E","",""
"Austria",11,"Total water withdrawal",4253,1997,3.644,"E","",""
"Austria",11,"Total water withdrawal",4253,2002,3.668,"E","",""
"Austria",11,"Total water withdrawal",4253,2010,3.492,"E","",""
"Austria",11,"Irrigation water withdrawal",4475,1980,0.05,"E","[27]",""
"Austria",11,"Irrigation water withdrawal",4475,1985,0.055,"E","[28]",""
"Austria",11,"Irrigation water withdrawal",4475,1992,0.05,"","[29]",""
"Austria",11,"Irrigation water withdrawal",4475,1997,0.0675,"E","[30]",""
"Austria",11,"Irrigation water withdrawal",4475,1999,0.0675,"E","[31,32]",""
"Austria",11,"Irrigation water withdrawal",4475,2010,0.018,"E","",""
"Austria",11,"Irrigation water requirement",4260,2007,0.0599,"L","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1980,2.693,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1985,5.587,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1990,2.627,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,1997,2.744,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,2002,2.726,"E","",""
"Austria",11,"Agricultural water withdrawal as % of total water withdrawal",4254,2010,2.208,"E","",""
"Austria",11,"Industrial water withdrawal as % of total water withdrawal",4256,1980,80.61,"E","",""
"Austria",11,"Industrial water withdrawal as % of total water withdrawal",4256,1985,74.61,"E","",""
"Austria",11,"Industrial water withdrawal as % of total water withdrawal",4256,1990,79.38,"E","",""
"Austria",11,"Industrial water withdrawal as % of total water withdrawal",4256,1997,78.4,"E","",""
"Austria",11,"Industrial water withdrawal as % of total water withdrawal",4256,2002,79.03,"E","",""
