

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Antigua and Barbuda",8,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,3.462,"","",""
"Argentina",9,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1976,3.15,"","",""
"Argentina",9,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,3.262,"I","",""
"Argentina",9,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2011,4.302,"","",""
"Argentina",9,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,2.456,"","",""
"Argentina",9,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,2.456,"I","",""
"Argentina",9,"Agricultural water withdrawal as % of total renewable water resources",4273,2011,3.188,"","",""
"Armenia",1,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,37.65,"I","",""
"Armenia",1,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,22.31,"I","",""
"Armenia",1,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,36.79,"I","",""
"Armenia",1,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,37.86,"I","",""
"Armenia",1,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,42.12,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,24.97,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,14.67,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,24.33,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,33.43,"I","",""
"Armenia",1,"Agricultural water withdrawal as % of total renewable water resources",4273,2015,37.96,"I","",""
"Australia",10,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,4.478,"K","",""
"Australia",10,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,4.37,"I","",""
"Australia",10,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,3.762,"I","",""
"Australia",10,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.14,"","",""
"Australia",10,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,3.407,"I","",""
"Australia",10,"Agricultural water withdrawal as % of total renewable water resources",4273,1996,3.15,"K","",""
"Australia",10,"Agricultural water withdrawal as % of total renewable water resources",4273,2001,3.055,"","",""
"Australia",10,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,2.488,"","",""
"Australia",10,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,1.949,"","",""
"Australia",10,"Agricultural water withdrawal as % of total renewable water resources",4273,2015,2.152,"","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,4.299,"K","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,4.605,"K","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,4.897,"K","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,4.687,"K","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.718,"K","",""
"Austria",11,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,4.494,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,1980,0.1158,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,1985,0.2574,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,0.1287,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.1287,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.1287,"K","",""
"Austria",11,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,0.0992,"K","",""
"Azerbaijan",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,36.07,"I","",""
"Azerbaijan",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,29.04,"I","",""
"Azerbaijan",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,35.21,"I","",""
"Azerbaijan",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,34.52,"I","",""
"Azerbaijan",52,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,29.3,"I","",""
"Azerbaijan",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,21.9,"I","",""
"Azerbaijan",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,26.9,"I","",""
"Azerbaijan",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,29.12,"I","",""
"Bahrain",13,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,161.1,"","",""
"Bahrain",13,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2003,205.8,"","",""
"Bahrain",13,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,116.4,"","",""
"Bahrain",13,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,146.6,"I","",""
"Bahrain",13,"Agricultural water withdrawal as % of total renewable water resources",4273,2003,137.2,"","",""
"Bangladesh",16,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,2.923,"I","",""
"Bangladesh",16,"Agricultural water withdrawal as % of total renewable water resources",4273,2008,2.567,"I","",""
"Barbados",14,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1962,37.5,"","",""
"Barbados",14,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,101.2,"I","",""
"Barbados",14,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,87.5,"I","",""
"Barbados",14,"Agricultural water withdrawal as % of total renewable water resources",4273,1989,68.5,"I","",""
"Barbados",14,"Agricultural water withdrawal as % of total renewable water resources",4273,1996,68.5,"I","",""
"Barbados",14,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,68.5,"I","",""
"Belarus",57,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,3.42,"I","",""
"Belarus",57,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,3.173,"I","",""
"Belarus",57,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,2.946,"I","",""
"Belarus",57,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,2.674,"I","",""
"Belarus",57,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,2.615,"I","",""
"Belarus",57,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,0.981,"I","",""
"Belarus",57,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.7634,"I","",""
"Belarus",57,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,0.7064,"I","",""
"Belarus",57,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,0.8135,"I","",""
"Belarus",57,"Agricultural water withdrawal as % of total renewable water resources",4273,2013,0.8446,"I","",""
"Belgium",255,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,49.34,"I","",""
"Belgium",255,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,42.02,"K","",""
"Belgium",255,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,36.8,"K","",""
"Belgium",255,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,33.96,"I","",""
"Belgium",255,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,32.8,"I","",""
"Belgium",255,"Agricultural water withdrawal as % of total renewable water resources",4273,1980,1.974,"I","",""
"Belgium",255,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.0874,"K","",""
"Belgium",255,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.2087,"K","",""
"Belgium",255,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.2016,"K","",""
"Belgium",255,"Agricultural water withdrawal as % of total renewable water resources",4273,2009,0.2197,"K","",""
"Belize",23,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.092,"","",""
"Belize",23,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.4648,"","",""
"Belize",23,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.0828,"","",""
"Belize",23,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,0.0874,"I","",""
"Belize",23,"Agricultural water withdrawal as % of total renewable water resources",4273,1993,0.092,"","",""
"Belize",23,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.3148,"I","",""
"Benin",53,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,0.426,"","",""
"Benin",53,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,0.4926,"I","",""
"Benin",53,"Agricultural water withdrawal as % of total renewable water resources",4273,1985,0.2425,"I","",""
"Benin",53,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,0.3119,"I","",""
"Benin",53,"Agricultural water withdrawal as % of total renewable water resources",4273,1994,0.3676,"I","",""
"Benin",53,"Agricultural water withdrawal as % of total renewable water resources",4273,2001,0.2236,"I","",""
"Bhutan",18,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,0.4332,"I","",""
"Bhutan",18,"Agricultural water withdrawal as % of total renewable water resources",4273,2008,0.4077,"I","",""
"Bolivia (Plurinational State of)",19,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.216,"","",""
"Bolivia (Plurinational State of)",19,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,0.3638,"I","",""
"Bolivia (Plurinational State of)",19,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.1836,"","",""
"Bolivia (Plurinational State of)",19,"Agricultural water withdrawal as % of total renewable water resources",4273,1999,0.3096,"I","",""
"Bolivia (Plurinational State of)",19,"Agricultural water withdrawal as % of total renewable water resources",4273,2008,0.3345,"I","",""
"Bosnia and Herzegovina",80,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.8909,"K","",""
"Bosnia and Herzegovina",80,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.8773,"K","",""
"Bosnia and Herzegovina",80,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,0.8744,"K","",""
"Botswana",20,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,0.612,"","",""
"Botswana",20,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.9232,"I","",""
"Botswana",20,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,1.172,"I","",""
"Botswana",20,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.585,"I","",""
"Botswana",20,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.4412,"I","",""
"Botswana",20,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,0.5212,"I","",""
"Botswana",20,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.6536,"I","",""
"Brazil",21,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.4052,"","",""
"Brazil",21,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,0.67,"","",""
"Brazil",21,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,0.6716,"","",""
"Brazil",21,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,0.8648,"I","",""
"Brazil",21,"Agricultural water withdrawal as % of total renewable water resources",4273,1996,0.3866,"","",""
"Brazil",21,"Agricultural water withdrawal as % of total renewable water resources",4273,2006,0.3666,"","",""
"Brazil",21,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,0.5193,"","",""
"Brunei Darussalam",26,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,0.8941,"","",""
"Brunei Darussalam",26,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,1.082,"","",""
"Brunei Darussalam",26,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,0.0624,"I","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,66.57,"I","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,66.15,"I","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,35.18,"K","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,30.93,"K","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,29.12,"K","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,26.83,"K","",""
"Bulgaria",27,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,26.43,"I","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,10.45,"I","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,3.488,"K","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total renewable water resources",4273,2006,4.112,"K","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,4.457,"I","",""
"Bulgaria",27,"Agricultural water withdrawal as % of total renewable water resources",4273,2015,3.891,"I","",""
"Burkina Faso",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,2.148,"I","",""
"Burkina Faso",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,2.785,"I","",""
"Burkina Faso",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,5.301,"I","",""
"Burkina Faso",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,6.059,"I","",""
"Burkina Faso",233,"Agricultural water withdrawal as % of total renewable water resources",4273,1985,1.704,"I","",""
"Burkina Faso",233,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,2.244,"I","",""
"Burkina Faso",233,"Agricultural water withdrawal as % of total renewable water resources",4273,2001,3.116,"I","",""
"Burkina Faso",233,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,3.116,"I","",""
"Burundi",29,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.7974,"I","",""
"Burundi",29,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,2.297,"I","",""
"Burundi",29,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.5104,"I","",""
"Burundi",29,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,1.77,"I","",""
"Cabo Verde",35,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,6.767,"I","",""
"Cabo Verde",35,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,7.333,"","",""
"Cabo Verde",35,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,6.667,"I","",""
"Cabo Verde",35,"Agricultural water withdrawal as % of total renewable water resources",4273,2004,8.333,"I","",""
"Cambodia",115,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,0.4587,"I","",""
"Cambodia",115,"Agricultural water withdrawal as % of total renewable water resources",4273,2006,0.4312,"I","",""
"Cameroon",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.1399,"I","",""
"Cameroon",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.1413,"I","",""
"Cameroon",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.3414,"I","",""
"Cameroon",32,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.0495,"I","",""
"Cameroon",32,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.0495,"I","",""
"Cameroon",32,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.2603,"I","",""
"Canada",33,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1986,1.454,"I","",""
"Canada",33,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,1.554,"K","",""
"Canada",33,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,1.455,"K","",""
"Canada",33,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.424,"K","",""
"Canada",33,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2009,1.337,"K","",""
"Canada",33,"Agricultural water withdrawal as % of total renewable water resources",4273,1991,0.1375,"K","",""
"Canada",33,"Agricultural water withdrawal as % of total renewable water resources",4273,1996,0.1414,"K","",""
"Canada",33,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.08,"K","",""
"Canada",33,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,0.1636,"I","",""
"Central African Republic",37,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.0138,"I","",""
"Central African Republic",37,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.047,"I","",""
"Central African Republic",37,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.0514,"I","",""
"Central African Republic",37,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,3.0E-4,"I","",""
"Central African Republic",37,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,3.0E-4,"I","",""
"Central African Republic",37,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,3.0E-4,"I","",""
"Chad",39,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.3961,"I","",""
"Chad",39,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.858,"I","",""
"Chad",39,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,1.925,"I","",""
"Chad",39,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.3239,"I","",""
"Chad",39,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,1.471,"I","",""
"Chad",39,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,1.471,"I","",""
"Chile",40,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,2.198,"I","",""
"Chile",40,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,3.831,"I","",""
"Chile",40,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,1.84,"","",""
"Chile",40,"Agricultural water withdrawal as % of total renewable water resources",4273,2006,3.187,"","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,15.62,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,16.94,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,17.61,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1993,18.5,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,19.36,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,20.12,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,21.12,"I","",""
"China",351,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,20.92,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,1980,13.77,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,1985,14.62,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,1990,14.61,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,1993,14.36,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,13.32,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,12.68,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,13.66,"I","",""
"China",351,"Agricultural water withdrawal as % of total renewable water resources",4273,2015,13.56,"I","",""
"Colombia",44,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,0.42,"","",""
"Colombia",44,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.3282,"I","",""
"Colombia",44,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,0.4987,"I","",""
"Colombia",44,"Agricultural water withdrawal as % of total renewable water resources",4273,1996,0.15,"","",""
"Colombia",44,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.2085,"I","",""
"Colombia",44,"Agricultural water withdrawal as % of total renewable water resources",4273,2008,0.2708,"I","",""
"Comoros",45,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1999,0.8333,"","",""
"Comoros",45,"Agricultural water withdrawal as % of total renewable water resources",4273,1999,0.3917,"","",""
"Congo",46,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.0048,"I","",""
"Congo",46,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.0055,"I","",""
"Congo",46,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,5.0E-4,"I","",""
"Congo",46,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,5.0E-4,"I","",""
"Costa Rica",48,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,2.077,"","",""
"Costa Rica",48,"Agricultural water withdrawal as % of total renewable water resources",4273,2013,1.177,"","",""
"Côte d'Ivoire",107,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.8426,"I","",""
"Côte d'Ivoire",107,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,1.307,"I","",""
"Côte d'Ivoire",107,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,1.464,"I","",""
"Côte d'Ivoire",107,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.675,"I","",""
"Côte d'Ivoire",107,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,1.841,"I","",""
"Côte d'Ivoire",107,"Agricultural water withdrawal as % of total renewable water resources",4273,1987,0.5645,"I","",""
"Côte d'Ivoire",107,"Agricultural water withdrawal as % of total renewable water resources",4273,1994,0.9508,"I","",""
"Côte d'Ivoire",107,"Agricultural water withdrawal as % of total renewable water resources",4273,2000,0.7131,"I","",""
"Côte d'Ivoire",107,"Agricultural water withdrawal as % of total renewable water resources",4273,2005,0.7075,"I","",""
"Côte d'Ivoire",107,"Agricultural water withdrawal as % of total renewable water resources",4273,2008,0.7075,"I","",""
"Croatia",98,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6344,"K","",""
"Croatia",98,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,0.6008,"K","",""
"Croatia",98,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.0056,"I","",""
"Croatia",98,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.003,"K","",""
"Croatia",98,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,0.0082,"I","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,13.67,"I","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.95,"I","",""
"Cuba",49,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,18.26,"I","",""
"Cuba",49,"Agricultural water withdrawal as % of total renewable water resources",4273,1995,6.994,"I","",""
"Cuba",49,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,6.495,"I","",""
"Cuba",49,"Agricultural water withdrawal as % of total renewable water resources",4273,2010,9.363,"I","",""
"Cuba",49,"Agricultural water withdrawal as % of total renewable water resources",4273,2013,11.85,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,19.87,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,22.69,"I","",""
"Cyprus",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,25.64,"I","",""
